model,dataset,strategy,task_type,response_length,num_reasoning_steps,has_hedging,y0_correct,label,confidence
qwen,strategyqa,s4,commonsense,69,0,False,True,0,10
qwen,strategyqa,s4,commonsense,62,0,False,True,0,10
qwen,strategyqa,s4,commonsense,77,0,False,True,0,10
qwen,strategyqa,s4,commonsense,49,3,False,False,0,10
qwen,strategyqa,s4,commonsense,31,0,False,True,0,10
qwen,strategyqa,s4,commonsense,76,0,False,True,0,10
qwen,strategyqa,s4,commonsense,101,0,False,True,0,10
qwen,strategyqa,s4,commonsense,170,0,False,True,0,8
qwen,strategyqa,s4,commonsense,44,0,False,False,0,10
qwen,strategyqa,s4,commonsense,73,0,False,True,0,10
qwen,strategyqa,s4,commonsense,135,0,False,True,0,10
qwen,strategyqa,s4,commonsense,57,0,False,True,0,9
qwen,strategyqa,s4,commonsense,64,0,False,True,0,10
qwen,strategyqa,s4,commonsense,146,3,False,True,0,8
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,136,0,False,True,0,8
qwen,strategyqa,s4,commonsense,86,0,False,True,0,8
qwen,strategyqa,s4,commonsense,82,0,False,True,0,10
qwen,strategyqa,s4,commonsense,77,0,False,True,0,10
qwen,strategyqa,s4,commonsense,83,0,False,True,0,8
qwen,strategyqa,s4,commonsense,74,2,False,True,0,10
qwen,strategyqa,s4,commonsense,69,0,False,True,0,10
qwen,strategyqa,s4,commonsense,73,0,False,True,0,10
qwen,strategyqa,s4,commonsense,71,0,False,True,0,8
qwen,strategyqa,s4,commonsense,76,0,False,True,0,10
qwen,strategyqa,s4,commonsense,52,0,True,False,0,10
qwen,strategyqa,s4,commonsense,73,0,False,True,0,10
qwen,strategyqa,s4,commonsense,35,0,False,False,0,10
qwen,strategyqa,s4,commonsense,65,0,False,False,0,10
qwen,strategyqa,s4,commonsense,189,6,False,False,0,8
qwen,strategyqa,s4,commonsense,130,0,False,True,0,10
qwen,strategyqa,s4,commonsense,52,0,False,False,0,1
qwen,strategyqa,s4,commonsense,48,0,False,True,0,10
qwen,strategyqa,s4,commonsense,40,0,False,True,0,10
qwen,strategyqa,s4,commonsense,52,0,False,True,0,9
qwen,strategyqa,s4,commonsense,47,0,False,True,0,9
qwen,strategyqa,s4,commonsense,38,0,False,True,0,9
qwen,strategyqa,s4,commonsense,82,0,True,False,0,10
qwen,strategyqa,s4,commonsense,78,0,False,True,0,10
qwen,strategyqa,s4,commonsense,196,0,True,False,0,8
qwen,strategyqa,s4,commonsense,134,7,False,True,0,9
qwen,strategyqa,s4,commonsense,76,0,False,True,0,8
qwen,strategyqa,s4,commonsense,130,0,True,False,0,7
qwen,strategyqa,s4,commonsense,119,0,False,False,0,8
qwen,strategyqa,s4,commonsense,65,0,False,False,0,9
qwen,strategyqa,s4,commonsense,62,0,False,True,0,10
qwen,strategyqa,s4,commonsense,51,0,False,False,0,3
qwen,strategyqa,s4,commonsense,65,0,False,True,0,9
qwen,strategyqa,s4,commonsense,48,0,False,True,0,10
qwen,strategyqa,s4,commonsense,44,0,False,True,0,10
qwen,strategyqa,s4,commonsense,84,0,False,False,0,10
qwen,strategyqa,s4,commonsense,104,2,False,False,0,9
qwen,strategyqa,s4,commonsense,80,0,False,False,0,10
qwen,strategyqa,s4,commonsense,77,0,False,False,0,3
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,113,0,False,True,0,8
qwen,strategyqa,s4,commonsense,28,0,False,True,0,10
qwen,strategyqa,s4,commonsense,92,0,False,False,0,10
qwen,strategyqa,s4,commonsense,76,0,False,True,0,10
qwen,strategyqa,s4,commonsense,149,6,True,False,0,10
qwen,strategyqa,s4,commonsense,162,2,True,False,0,8
qwen,strategyqa,s4,commonsense,67,0,False,False,0,10
qwen,strategyqa,s4,commonsense,77,0,False,True,0,8
qwen,strategyqa,s4,commonsense,112,1,False,True,0,9
qwen,strategyqa,s4,commonsense,41,0,False,True,0,10
qwen,strategyqa,s4,commonsense,45,0,False,True,0,10
qwen,strategyqa,s4,commonsense,120,0,False,False,0,9
qwen,strategyqa,s4,commonsense,82,0,False,True,0,9
qwen,strategyqa,s4,commonsense,159,4,False,True,0,10
qwen,strategyqa,s4,commonsense,58,0,False,False,0,10
qwen,strategyqa,s4,commonsense,319,4,False,True,0,7
qwen,strategyqa,s4,commonsense,74,0,False,True,0,10
qwen,strategyqa,s4,commonsense,25,0,False,True,0,10
qwen,strategyqa,s4,commonsense,120,0,False,False,0,8
qwen,strategyqa,s4,commonsense,63,0,False,True,0,10
qwen,strategyqa,s4,commonsense,204,0,False,False,0,4
qwen,strategyqa,s4,commonsense,40,0,False,True,0,10
qwen,strategyqa,s4,commonsense,57,0,False,True,0,10
qwen,strategyqa,s4,commonsense,104,10,False,False,0,10
qwen,strategyqa,s4,commonsense,51,0,False,True,0,10
qwen,strategyqa,s4,commonsense,112,4,False,True,0,10
qwen,strategyqa,s4,commonsense,64,0,False,True,0,10
qwen,strategyqa,s4,commonsense,43,0,False,True,0,10
qwen,strategyqa,s4,commonsense,43,0,False,False,0,10
qwen,strategyqa,s4,commonsense,91,4,False,True,0,8
qwen,strategyqa,s4,commonsense,187,1,False,True,0,8
qwen,strategyqa,s4,commonsense,61,0,False,False,0,10
qwen,strategyqa,s4,commonsense,100,0,False,True,0,8
qwen,strategyqa,s4,commonsense,63,0,False,True,0,10
qwen,strategyqa,s4,commonsense,71,0,False,False,0,10
qwen,strategyqa,s4,commonsense,153,3,False,True,0,7
qwen,strategyqa,s4,commonsense,108,0,False,True,0,8
qwen,strategyqa,s4,commonsense,113,0,False,True,0,10
qwen,strategyqa,s4,commonsense,47,0,False,True,0,9
qwen,strategyqa,s4,commonsense,84,0,False,True,0,10
qwen,strategyqa,s4,commonsense,122,2,False,True,0,10
qwen,strategyqa,s4,commonsense,76,0,False,False,0,8
qwen,strategyqa,s4,commonsense,86,0,False,True,0,10
qwen,strategyqa,s4,commonsense,146,0,False,False,0,8
qwen,strategyqa,s4,commonsense,59,0,False,False,0,8
qwen,strategyqa,s4,commonsense,79,0,False,True,0,10
qwen,strategyqa,s4,commonsense,74,0,False,True,0,10
qwen,strategyqa,s4,commonsense,215,0,False,True,0,6
qwen,strategyqa,s4,commonsense,59,0,False,True,0,10
qwen,strategyqa,s4,commonsense,79,0,True,False,0,8
qwen,strategyqa,s4,commonsense,45,0,False,True,0,10
qwen,strategyqa,s4,commonsense,139,0,False,False,0,10
qwen,strategyqa,s4,commonsense,160,4,False,True,0,8
qwen,strategyqa,s4,commonsense,77,0,False,True,0,10
qwen,strategyqa,s4,commonsense,98,0,False,False,0,10
qwen,strategyqa,s4,commonsense,172,4,False,False,0,7
qwen,strategyqa,s4,commonsense,66,0,False,True,0,10
qwen,strategyqa,s4,commonsense,86,0,True,False,0,7
qwen,strategyqa,s4,commonsense,110,0,False,True,0,9
qwen,strategyqa,s4,commonsense,149,3,False,True,0,10
qwen,strategyqa,s4,commonsense,140,0,False,True,0,7
qwen,strategyqa,s4,commonsense,90,0,False,False,0,8
qwen,strategyqa,s4,commonsense,63,0,False,True,0,10
qwen,strategyqa,s4,commonsense,200,4,False,True,0,10
qwen,strategyqa,s4,commonsense,46,0,False,True,0,7
qwen,strategyqa,s4,commonsense,49,0,False,True,0,10
qwen,strategyqa,s4,commonsense,81,0,False,True,0,10
qwen,strategyqa,s4,commonsense,198,4,True,False,0,7
qwen,strategyqa,s4,commonsense,143,0,False,True,0,4
qwen,strategyqa,s4,commonsense,53,0,False,False,0,7
qwen,strategyqa,s4,commonsense,47,0,False,True,0,10
qwen,strategyqa,s4,commonsense,50,0,False,True,0,9
qwen,strategyqa,s4,commonsense,115,0,True,True,0,7
qwen,strategyqa,s4,commonsense,106,0,False,True,0,9
qwen,strategyqa,s4,commonsense,39,0,False,True,0,10
qwen,strategyqa,s4,commonsense,87,0,False,True,0,10
qwen,strategyqa,s4,commonsense,74,0,False,False,0,10
qwen,strategyqa,s4,commonsense,42,0,False,True,0,10
qwen,strategyqa,s4,commonsense,55,0,False,True,0,9
qwen,strategyqa,s4,commonsense,55,0,False,True,0,10
qwen,strategyqa,s4,commonsense,66,0,False,True,0,10
qwen,strategyqa,s4,commonsense,54,0,False,True,0,9
qwen,strategyqa,s4,commonsense,70,0,False,True,0,8
qwen,strategyqa,s4,commonsense,50,0,False,True,0,10
qwen,strategyqa,s4,commonsense,104,0,False,True,0,7
qwen,strategyqa,s4,commonsense,122,2,False,False,0,8
qwen,strategyqa,s4,commonsense,102,0,False,True,0,9
qwen,strategyqa,s4,commonsense,85,0,False,True,0,7
qwen,strategyqa,s4,commonsense,123,1,False,True,0,4
qwen,strategyqa,s4,commonsense,90,0,False,True,0,8
qwen,strategyqa,s4,commonsense,75,0,False,False,0,10
qwen,strategyqa,s4,commonsense,48,0,False,True,0,10
qwen,strategyqa,s4,commonsense,161,0,False,True,0,9
qwen,strategyqa,s4,commonsense,57,0,False,True,0,10
qwen,strategyqa,s4,commonsense,144,3,True,True,0,7
qwen,strategyqa,s4,commonsense,86,0,False,False,0,8
qwen,strategyqa,s4,commonsense,72,0,False,True,0,10
qwen,strategyqa,s4,commonsense,199,3,True,True,0,9
qwen,strategyqa,s4,commonsense,72,0,False,True,0,10
qwen,strategyqa,s4,commonsense,62,0,False,False,0,9
qwen,strategyqa,s4,commonsense,66,0,False,True,0,10
qwen,strategyqa,s4,commonsense,57,0,True,True,0,9
qwen,strategyqa,s4,commonsense,39,0,False,True,0,10
qwen,strategyqa,s4,commonsense,243,5,False,False,0,7
qwen,strategyqa,s4,commonsense,168,4,True,True,0,10
qwen,strategyqa,s4,commonsense,63,0,False,False,0,7
qwen,strategyqa,s4,commonsense,93,0,False,True,0,9
qwen,strategyqa,s4,commonsense,47,0,False,True,0,8
qwen,strategyqa,s4,commonsense,77,0,False,True,0,10
qwen,strategyqa,s4,commonsense,42,0,False,True,0,1
qwen,strategyqa,s4,commonsense,55,0,False,True,0,10
qwen,strategyqa,s4,commonsense,98,2,False,True,0,10
qwen,strategyqa,s4,commonsense,174,3,False,True,0,9
qwen,strategyqa,s4,commonsense,67,0,False,True,0,3
qwen,strategyqa,s4,commonsense,162,4,False,False,0,8
qwen,strategyqa,s4,commonsense,111,0,False,True,0,10
qwen,strategyqa,s4,commonsense,82,0,False,True,0,10
qwen,strategyqa,s4,commonsense,124,0,False,False,0,8
qwen,strategyqa,s4,commonsense,46,0,False,True,0,10
qwen,strategyqa,s4,commonsense,128,1,False,True,0,8
qwen,strategyqa,s4,commonsense,44,0,False,True,0,10
qwen,strategyqa,s4,commonsense,91,0,False,True,0,10
qwen,strategyqa,s4,commonsense,76,0,True,False,0,7
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,61,0,False,True,0,8
qwen,strategyqa,s4,commonsense,63,0,False,True,0,10
qwen,strategyqa,s4,commonsense,103,0,False,False,0,4
qwen,strategyqa,s4,commonsense,61,2,False,True,0,10
qwen,strategyqa,s4,commonsense,43,0,False,True,0,10
qwen,strategyqa,s4,commonsense,85,0,False,True,0,10
qwen,strategyqa,s4,commonsense,79,0,False,True,0,10
qwen,strategyqa,s4,commonsense,104,0,False,True,0,3
qwen,strategyqa,s4,commonsense,80,0,False,True,0,8
qwen,strategyqa,s4,commonsense,140,0,False,True,0,10
qwen,strategyqa,s4,commonsense,67,0,False,True,0,8
qwen,strategyqa,s4,commonsense,81,0,False,False,0,9
qwen,strategyqa,s4,commonsense,84,1,False,True,0,10
qwen,strategyqa,s4,commonsense,89,3,False,True,0,10
qwen,strategyqa,s4,commonsense,165,4,False,True,0,10
qwen,strategyqa,s4,commonsense,86,0,False,True,0,8
qwen,strategyqa,s4,commonsense,165,0,False,False,0,8
qwen,strategyqa,s4,commonsense,87,0,False,True,0,10
qwen,strategyqa,s4,commonsense,95,0,False,False,0,7
qwen,strategyqa,s4,commonsense,39,0,False,True,0,10
qwen,strategyqa,s4,commonsense,149,0,False,True,0,7
qwen,strategyqa,s4,commonsense,50,0,False,True,0,10
qwen,strategyqa,s4,commonsense,71,7,False,True,0,10
qwen,strategyqa,s4,commonsense,41,0,False,True,0,10
qwen,strategyqa,s4,commonsense,142,2,False,False,0,8
qwen,strategyqa,s4,commonsense,113,2,False,True,0,1
qwen,strategyqa,s4,commonsense,137,0,False,False,0,7
qwen,strategyqa,s4,commonsense,83,0,True,True,0,10
qwen,strategyqa,s4,commonsense,66,0,False,False,0,8
qwen,strategyqa,s4,commonsense,38,0,False,True,0,10
qwen,strategyqa,s4,commonsense,60,1,False,False,0,10
qwen,strategyqa,s4,commonsense,68,0,False,True,0,10
qwen,strategyqa,s4,commonsense,42,0,False,True,0,10
qwen,strategyqa,s4,commonsense,59,0,False,False,0,10
qwen,strategyqa,s4,commonsense,125,5,True,False,0,8
qwen,strategyqa,s4,commonsense,136,0,False,True,0,10
qwen,strategyqa,s4,commonsense,80,0,False,True,0,10
qwen,strategyqa,s4,commonsense,198,3,False,True,0,7
qwen,strategyqa,s4,commonsense,120,0,False,True,0,10
qwen,strategyqa,s4,commonsense,75,0,False,False,0,10
qwen,strategyqa,s4,commonsense,42,0,False,True,0,10
qwen,strategyqa,s4,commonsense,47,0,False,True,0,8
qwen,strategyqa,s4,commonsense,44,0,False,True,0,10
qwen,strategyqa,s4,commonsense,42,0,False,True,0,10
qwen,strategyqa,s4,commonsense,88,0,False,False,0,7
qwen,strategyqa,s4,commonsense,278,3,False,True,0,7
qwen,strategyqa,s4,commonsense,151,0,False,False,0,7
qwen,strategyqa,s4,commonsense,86,0,False,True,0,8
qwen,strategyqa,s4,commonsense,80,0,False,True,0,10
qwen,strategyqa,s4,commonsense,136,0,False,True,0,7
qwen,strategyqa,s4,commonsense,104,0,False,False,0,8
qwen,strategyqa,s4,commonsense,94,0,False,False,0,9
qwen,strategyqa,s4,commonsense,83,0,False,False,0,8
qwen,strategyqa,s4,commonsense,102,0,False,True,0,10
qwen,strategyqa,s4,commonsense,99,0,False,False,0,9
qwen,strategyqa,s4,commonsense,84,0,False,True,0,8
qwen,strategyqa,s4,commonsense,50,0,False,True,0,10
qwen,strategyqa,s4,commonsense,123,2,False,True,0,9
qwen,strategyqa,s4,commonsense,76,0,False,True,0,8
qwen,strategyqa,s4,commonsense,89,0,False,True,0,10
qwen,strategyqa,s4,commonsense,61,0,True,True,0,10
qwen,strategyqa,s4,commonsense,111,0,False,True,0,10
qwen,strategyqa,s4,commonsense,225,6,True,False,0,7
qwen,strategyqa,s4,commonsense,145,0,False,True,0,8
qwen,strategyqa,s4,commonsense,60,0,False,True,0,8
qwen,strategyqa,s4,commonsense,20,0,False,True,0,10
qwen,strategyqa,s4,commonsense,61,0,False,False,0,10
qwen,strategyqa,s4,commonsense,64,0,False,True,0,10
qwen,strategyqa,s4,commonsense,105,4,False,False,0,8
qwen,strategyqa,s4,commonsense,73,0,False,False,0,8
qwen,strategyqa,s4,commonsense,53,0,False,True,0,10
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,136,0,False,True,0,8
qwen,strategyqa,s4,commonsense,73,0,True,True,0,7
qwen,strategyqa,s4,commonsense,95,0,False,True,0,9
qwen,strategyqa,s4,commonsense,64,0,False,True,0,10
qwen,strategyqa,s4,commonsense,72,0,False,True,0,8
qwen,strategyqa,s4,commonsense,194,0,True,True,0,7
qwen,strategyqa,s4,commonsense,81,0,False,True,0,7
qwen,strategyqa,s4,commonsense,129,0,False,False,0,10
qwen,strategyqa,s4,commonsense,247,6,False,True,0,10
qwen,strategyqa,s4,commonsense,86,0,False,False,0,10
qwen,strategyqa,s4,commonsense,77,0,False,False,0,7
qwen,strategyqa,s4,commonsense,185,11,False,True,0,10
qwen,strategyqa,s4,commonsense,95,0,False,False,0,8
qwen,strategyqa,s4,commonsense,74,0,False,True,0,10
qwen,strategyqa,s4,commonsense,81,0,True,True,0,8
qwen,strategyqa,s4,commonsense,127,0,True,True,0,8
qwen,strategyqa,s4,commonsense,105,0,False,True,0,10
qwen,strategyqa,s4,commonsense,97,0,False,False,0,7
qwen,strategyqa,s4,commonsense,65,0,False,True,0,10
qwen,strategyqa,s4,commonsense,119,0,False,True,0,10
qwen,strategyqa,s4,commonsense,60,0,False,True,0,10
qwen,strategyqa,s4,commonsense,46,0,False,True,0,10
qwen,strategyqa,s4,commonsense,66,0,False,True,0,10
qwen,strategyqa,s4,commonsense,43,0,False,True,0,10
qwen,strategyqa,s4,commonsense,34,0,False,False,0,10
qwen,strategyqa,s4,commonsense,107,2,False,True,0,8
qwen,strategyqa,s4,commonsense,143,0,False,True,0,10
qwen,strategyqa,s4,commonsense,75,0,False,False,0,10
qwen,strategyqa,s4,commonsense,101,0,False,False,0,8
qwen,strategyqa,s4,commonsense,46,0,False,True,0,10
qwen,strategyqa,s4,commonsense,51,0,True,True,0,8
qwen,strategyqa,s4,commonsense,78,0,True,False,0,9
qwen,strategyqa,s4,commonsense,45,0,False,False,0,8
qwen,strategyqa,s4,commonsense,48,0,False,True,0,8
qwen,strategyqa,s4,commonsense,88,0,False,False,0,9
qwen,strategyqa,s4,commonsense,142,2,True,True,0,5
qwen,strategyqa,s4,commonsense,144,0,False,True,0,8
qwen,strategyqa,s4,commonsense,79,0,False,False,0,10
qwen,strategyqa,s4,commonsense,180,1,False,True,0,7
qwen,strategyqa,s4,commonsense,117,2,True,False,0,3
qwen,strategyqa,s4,commonsense,121,5,False,True,0,8
qwen,strategyqa,s4,commonsense,91,0,False,False,0,10
qwen,strategyqa,s4,commonsense,80,0,False,False,0,3
qwen,strategyqa,s4,commonsense,138,0,False,True,0,9
qwen,strategyqa,s4,commonsense,101,0,False,True,0,9
qwen,strategyqa,s4,commonsense,125,5,False,True,0,8
qwen,strategyqa,s4,commonsense,86,0,False,True,0,10
qwen,strategyqa,s4,commonsense,94,0,False,True,0,9
qwen,strategyqa,s4,commonsense,58,0,False,True,0,9
qwen,strategyqa,s4,commonsense,132,0,False,False,0,8
qwen,strategyqa,s4,commonsense,79,0,False,True,0,10
qwen,strategyqa,s4,commonsense,72,0,False,True,0,10
qwen,strategyqa,s4,commonsense,110,1,False,True,0,8
qwen,strategyqa,s4,commonsense,81,3,False,True,0,10
qwen,strategyqa,s4,commonsense,151,0,False,True,0,8
qwen,strategyqa,s4,commonsense,35,0,False,False,0,10
qwen,strategyqa,s4,commonsense,43,0,False,True,0,9
qwen,strategyqa,s4,commonsense,69,0,False,False,0,9
qwen,strategyqa,s4,commonsense,37,0,False,True,0,10
qwen,strategyqa,s4,commonsense,122,0,False,True,0,10
qwen,strategyqa,s4,commonsense,59,0,False,True,0,10
qwen,strategyqa,s4,commonsense,116,0,False,False,0,8
qwen,strategyqa,s4,commonsense,67,0,False,True,0,10
qwen,strategyqa,s4,commonsense,89,0,False,True,0,10
qwen,strategyqa,s4,commonsense,89,0,False,True,0,10
qwen,strategyqa,s4,commonsense,86,0,False,True,0,8
qwen,strategyqa,s4,commonsense,167,0,True,False,0,8
qwen,strategyqa,s4,commonsense,96,0,False,True,0,10
qwen,strategyqa,s4,commonsense,156,0,False,False,0,8
qwen,strategyqa,s4,commonsense,49,0,False,True,0,10
qwen,strategyqa,s4,commonsense,89,0,False,True,-1,4
qwen,strategyqa,s4,commonsense,66,0,False,True,0,9
qwen,strategyqa,s4,commonsense,61,0,False,True,0,10
qwen,strategyqa,s4,commonsense,41,0,False,True,0,10
qwen,strategyqa,s4,commonsense,54,0,False,True,0,8
qwen,strategyqa,s4,commonsense,109,2,False,True,0,10
qwen,strategyqa,s4,commonsense,110,0,True,False,0,8
qwen,strategyqa,s4,commonsense,33,0,False,True,0,10
qwen,strategyqa,s4,commonsense,207,0,False,False,0,8
qwen,strategyqa,s4,commonsense,99,3,False,True,0,10
qwen,strategyqa,s4,commonsense,135,4,False,True,0,6
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,80,0,False,False,0,10
qwen,strategyqa,s4,commonsense,27,0,False,False,1,2
qwen,strategyqa,s4,commonsense,84,0,False,False,0,8
qwen,strategyqa,s4,commonsense,52,0,False,True,0,9
qwen,strategyqa,s4,commonsense,68,0,False,True,0,8
qwen,strategyqa,s4,commonsense,125,0,False,False,0,7
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,184,4,False,True,0,8
qwen,strategyqa,s4,commonsense,63,0,False,True,0,10
qwen,strategyqa,s4,commonsense,65,0,False,True,0,9
qwen,strategyqa,s4,commonsense,35,0,False,True,0,10
qwen,strategyqa,s4,commonsense,59,0,False,True,0,8
qwen,strategyqa,s4,commonsense,148,4,False,False,0,8
qwen,strategyqa,s4,commonsense,60,0,False,True,0,10
qwen,strategyqa,s4,commonsense,113,0,False,True,0,9
qwen,strategyqa,s4,commonsense,48,0,False,True,0,10
qwen,strategyqa,s4,commonsense,61,0,False,False,0,10
qwen,strategyqa,s4,commonsense,148,0,True,True,0,8
qwen,strategyqa,s4,commonsense,157,4,True,True,0,4
qwen,strategyqa,s4,commonsense,70,0,False,False,0,9
qwen,strategyqa,s4,commonsense,69,0,False,False,0,10
qwen,strategyqa,s4,commonsense,128,3,False,True,0,10
qwen,strategyqa,s4,commonsense,76,0,False,True,0,10
qwen,strategyqa,s4,commonsense,76,0,False,False,0,2
qwen,strategyqa,s4,commonsense,162,0,True,False,0,8
qwen,strategyqa,s4,commonsense,136,0,False,False,0,7
qwen,strategyqa,s4,commonsense,39,0,False,True,0,10
qwen,strategyqa,s4,commonsense,63,0,False,True,0,8
qwen,strategyqa,s4,commonsense,67,0,False,True,0,10
qwen,strategyqa,s4,commonsense,62,0,False,False,0,10
qwen,strategyqa,s4,commonsense,82,0,False,True,0,7
qwen,strategyqa,s4,commonsense,64,0,False,True,0,10
qwen,strategyqa,s4,commonsense,247,4,False,False,0,7
qwen,strategyqa,s4,commonsense,169,4,False,False,0,10
qwen,strategyqa,s4,commonsense,199,3,True,False,0,7
qwen,strategyqa,s4,commonsense,101,0,False,True,0,8
qwen,strategyqa,s4,commonsense,147,3,False,True,0,9
qwen,strategyqa,s4,commonsense,220,0,False,False,0,8
qwen,strategyqa,s4,commonsense,79,0,False,True,0,8
qwen,strategyqa,s4,commonsense,58,0,False,True,0,10
qwen,strategyqa,s4,commonsense,32,0,False,True,0,10
qwen,strategyqa,s4,commonsense,40,0,False,True,0,9
qwen,strategyqa,s4,commonsense,47,0,False,True,0,10
qwen,strategyqa,s4,commonsense,73,0,False,False,0,10
qwen,strategyqa,s4,commonsense,71,0,False,False,0,10
qwen,strategyqa,s4,commonsense,48,0,False,True,0,10
qwen,strategyqa,s4,commonsense,172,0,False,False,0,7
qwen,strategyqa,s4,commonsense,56,0,False,False,0,10
qwen,strategyqa,s4,commonsense,108,0,False,True,0,10
qwen,strategyqa,s4,commonsense,46,0,False,True,0,8
qwen,strategyqa,s4,commonsense,70,0,False,True,0,9
qwen,strategyqa,s4,commonsense,209,5,False,True,0,7
qwen,strategyqa,s4,commonsense,199,4,True,True,0,7
qwen,strategyqa,s4,commonsense,143,6,False,True,0,7
qwen,strategyqa,s4,commonsense,41,0,False,True,0,10
qwen,strategyqa,s4,commonsense,83,0,False,False,0,8
qwen,strategyqa,s4,commonsense,50,0,False,True,0,9
qwen,strategyqa,s4,commonsense,93,0,False,True,0,10
qwen,strategyqa,s4,commonsense,42,0,False,True,0,10
qwen,strategyqa,s4,commonsense,46,0,False,True,0,10
qwen,strategyqa,s4,commonsense,48,0,False,True,0,8
qwen,strategyqa,s4,commonsense,50,0,False,True,0,10
qwen,strategyqa,s4,commonsense,75,0,False,False,0,8
qwen,strategyqa,s4,commonsense,57,0,False,True,0,10
qwen,strategyqa,s4,commonsense,53,0,False,True,0,7
qwen,strategyqa,s4,commonsense,82,0,False,False,0,8
qwen,strategyqa,s4,commonsense,70,0,False,True,0,10
qwen,strategyqa,s4,commonsense,121,2,False,False,0,8
qwen,strategyqa,s4,commonsense,81,0,False,False,0,8
qwen,strategyqa,s4,commonsense,50,0,False,True,0,10
qwen,strategyqa,s4,commonsense,179,0,True,False,0,4
qwen,strategyqa,s4,commonsense,68,0,False,False,0,10
qwen,strategyqa,s4,commonsense,37,0,False,True,0,10
qwen,strategyqa,s4,commonsense,62,0,False,True,0,10
qwen,strategyqa,s4,commonsense,116,0,False,True,0,10
qwen,strategyqa,s4,commonsense,92,0,False,False,0,9
qwen,strategyqa,s4,commonsense,37,0,False,True,0,10
qwen,strategyqa,s4,commonsense,66,0,False,True,0,10
qwen,strategyqa,s4,commonsense,88,0,False,True,0,10
qwen,strategyqa,s4,commonsense,85,0,False,True,0,8
qwen,strategyqa,s4,commonsense,60,0,False,True,0,10
qwen,strategyqa,s4,commonsense,40,0,False,True,0,10
qwen,strategyqa,s4,commonsense,37,0,False,True,0,10
qwen,strategyqa,s4,commonsense,172,4,False,False,0,7
qwen,strategyqa,s4,commonsense,47,0,False,True,0,3
qwen,strategyqa,s4,commonsense,54,0,False,True,0,10
qwen,strategyqa,s4,commonsense,113,2,False,True,0,10
qwen,strategyqa,s4,commonsense,56,0,False,True,0,10
qwen,strategyqa,s4,commonsense,110,0,False,False,0,4
qwen,strategyqa,s4,commonsense,59,0,False,True,0,10
qwen,strategyqa,s4,commonsense,63,0,False,False,0,9
qwen,strategyqa,s4,commonsense,91,0,False,False,0,8
qwen,strategyqa,s4,commonsense,59,0,False,True,0,10
qwen,strategyqa,s4,commonsense,61,0,False,True,0,10
qwen,strategyqa,s4,commonsense,37,0,False,True,0,10
qwen,strategyqa,s4,commonsense,64,0,False,True,0,10
qwen,strategyqa,s4,commonsense,65,0,False,False,0,10
qwen,strategyqa,s4,commonsense,79,0,False,True,0,7
qwen,strategyqa,s4,commonsense,49,0,False,True,0,10
qwen,strategyqa,s4,commonsense,43,0,False,True,0,10
qwen,strategyqa,s4,commonsense,240,0,True,False,0,8
qwen,strategyqa,s4,commonsense,115,0,False,True,0,10
qwen,strategyqa,s4,commonsense,68,0,False,True,0,10
qwen,strategyqa,s4,commonsense,197,0,False,True,0,8
qwen,strategyqa,s4,commonsense,77,0,False,True,0,10
qwen,strategyqa,s4,commonsense,80,3,False,True,0,10
qwen,strategyqa,s4,commonsense,113,0,False,False,0,3
qwen,strategyqa,s4,commonsense,163,0,False,False,0,10
qwen,strategyqa,s4,commonsense,63,0,False,True,0,10
qwen,strategyqa,s4,commonsense,85,2,False,True,0,10
qwen,strategyqa,s4,commonsense,59,0,False,True,0,9
qwen,strategyqa,s4,commonsense,46,0,False,True,0,10
qwen,strategyqa,s4,commonsense,103,0,False,True,0,9
qwen,strategyqa,s4,commonsense,104,0,True,True,0,8
qwen,strategyqa,s4,commonsense,142,3,True,True,0,8
qwen,strategyqa,s4,commonsense,65,0,False,True,0,10
qwen,strategyqa,s4,commonsense,80,0,False,True,0,10
qwen,strategyqa,s4,commonsense,44,0,False,True,0,10
qwen,strategyqa,s4,commonsense,78,0,False,True,0,4
qwen,strategyqa,s4,commonsense,144,0,False,True,0,7
qwen,strategyqa,s4,commonsense,95,0,False,True,0,10
qwen,strategyqa,s4,commonsense,179,8,False,True,0,10
qwen,strategyqa,s4,commonsense,75,0,False,True,0,8
qwen,strategyqa,s4,commonsense,103,0,False,True,0,3
qwen,strategyqa,s4,commonsense,51,0,False,True,0,10
qwen,strategyqa,s4,commonsense,35,0,False,True,0,10
qwen,strategyqa,s4,commonsense,121,0,False,True,0,8
qwen,strategyqa,s4,commonsense,55,0,False,True,0,10
qwen,strategyqa,s4,commonsense,30,0,False,False,0,10
qwen,strategyqa,s4,commonsense,95,0,False,False,0,8
qwen,strategyqa,s4,commonsense,109,0,True,False,0,7
qwen,strategyqa,s4,commonsense,129,3,True,False,0,10
