model,dataset,outcome,critique_type,found_error,specific,y1_length
qwen,strategyqa,WW,vague_fix,True,False,22
qwen,strategyqa,WW,ambiguous,False,False,60
qwen,strategyqa,WW,vague_fix,True,False,793
qwen,strategyqa,WW,ambiguous,False,False,41
qwen,strategyqa,WW,ambiguous,False,False,11
qwen,strategyqa,WW,ambiguous,False,False,790
qwen,strategyqa,WW,specific_fix,True,True,87
qwen,strategyqa,WW,ambiguous,False,False,82
qwen,strategyqa,WW,ambiguous,False,False,792
qwen,strategyqa,WW,vague_fix,True,False,49
qwen,strategyqa,WW,ambiguous,False,False,13
qwen,strategyqa,WW,ambiguous,False,True,149
qwen,strategyqa,WW,vague_fix,True,False,113
qwen,strategyqa,WW,ambiguous,False,False,83
qwen,strategyqa,WW,vague_fix,True,False,80
qwen,strategyqa,WW,ambiguous,False,False,46
qwen,strategyqa,WW,ambiguous,False,False,89
qwen,strategyqa,WW,ambiguous,False,False,22
qwen,strategyqa,WW,specific_fix,True,True,409
qwen,humaneval,CC,vague_fix,True,False,115
qwen,humaneval,CC,ambiguous,False,True,38
qwen,humaneval,CC,ambiguous,False,False,27
qwen,humaneval,CC,vague_fix,True,False,139
qwen,humaneval,CC,vague_fix,True,False,138
qwen,humaneval,CC,vague_fix,True,False,67
qwen,humaneval,CC,vague_fix,True,False,147
qwen,humaneval,CC,vague_fix,True,False,140
qwen,humaneval,CC,vague_fix,True,False,113
qwen,humaneval,CC,vague_fix,True,False,83
qwen,humaneval,CC,ambiguous,False,False,77
qwen,humaneval,CC,vague_fix,True,False,196
qwen,humaneval,CC,specific_fix,True,True,88
qwen,humaneval,CC,vague_fix,True,False,181
qwen,humaneval,CC,vague_fix,True,False,132
qwen,humaneval,CC,vague_fix,True,False,130
qwen,humaneval,CC,specific_fix,True,True,158
qwen,humaneval,CC,vague_fix,True,False,570
qwen,humaneval,CC,vague_fix,True,False,97
qwen,humaneval,CC,vague_fix,True,False,108
qwen,humaneval,CC,ambiguous,False,False,54
qwen,humaneval,CC,vague_fix,True,False,158
qwen,humaneval,CC,vague_fix,True,False,75
qwen,humaneval,CC,vague_fix,True,False,77
qwen,humaneval,CC,vague_fix,True,False,89
qwen,humaneval,CC,vague_fix,True,False,118
qwen,humaneval,CC,vague_fix,True,False,167
qwen,humaneval,CC,vague_fix,True,False,102
qwen,humaneval,CC,specific_fix,True,True,148
qwen,humaneval,CC,specific_fix,True,True,141
qwen,humaneval,CC,vague_fix,True,False,84
qwen,humaneval,CC,ambiguous,False,False,81
qwen,humaneval,CC,ambiguous,False,False,86
qwen,humaneval,CC,vague_fix,True,False,83
qwen,humaneval,CC,ambiguous,False,False,118
qwen,humaneval,CC,vague_fix,True,False,105
qwen,humaneval,CC,vague_fix,True,False,97
qwen,humaneval,CC,specific_fix,True,True,70
qwen,humaneval,CC,vague_fix,True,False,93
qwen,humaneval,CC,vague_fix,True,False,89
qwen,humaneval,CC,vague_fix,True,False,95
qwen,humaneval,CC,specific_fix,True,True,96
qwen,humaneval,CC,vague_fix,True,False,80
qwen,humaneval,CC,vague_fix,True,False,89
qwen,humaneval,CC,ambiguous,False,False,64
qwen,humaneval,CC,vague_fix,True,False,80
qwen,humaneval,CC,ambiguous,False,True,78
qwen,humaneval,CC,specific_fix,True,True,355
qwen,humaneval,CC,ambiguous,False,False,96
qwen,humaneval,CC,vague_fix,True,False,135
qwen,humaneval,CW,vague_fix,True,False,750
qwen,humaneval,CW,vague_fix,True,False,28
qwen,humaneval,CW,specific_fix,True,True,207
qwen,humaneval,CW,vague_fix,True,False,56
qwen,humaneval,CW,vague_fix,True,False,105
qwen,humaneval,CW,specific_fix,True,True,605
qwen,humaneval,CW,vague_fix,True,False,68
qwen,humaneval,CW,specific_fix,True,True,54
qwen,humaneval,CW,vague_fix,True,False,105
qwen,humaneval,CW,vague_fix,True,False,142
qwen,humaneval,CW,vague_fix,True,False,62
qwen,humaneval,CW,vague_fix,True,False,63
qwen,humaneval,WC,vague_fix,True,False,125
qwen,humaneval,WC,vague_fix,True,False,287
qwen,humaneval,WC,specific_fix,True,True,240
qwen,humaneval,WW,vague_fix,True,False,167
qwen,humaneval,WW,vague_fix,True,False,153
qwen,humaneval,WW,vague_fix,True,False,60
qwen,humaneval,WW,vague_fix,True,False,144
qwen,humaneval,WW,vague_fix,True,False,115
qwen,humaneval,WW,ambiguous,False,False,512
qwen,humaneval,WW,specific_fix,True,True,99
qwen,humaneval,WW,ambiguous,False,True,821
qwen,humaneval,WW,ambiguous,False,False,63
qwen,humaneval,WW,ambiguous,False,False,147
qwen,humaneval,WW,vague_fix,True,False,230
qwen,humaneval,WW,vague_fix,True,False,61
qwen,humaneval,WW,specific_fix,True,True,180
qwen,humaneval,WW,ambiguous,False,False,86
qwen,humaneval,WW,vague_fix,True,False,82
qwen,humaneval,WW,vague_fix,True,False,123
qwen,humaneval,WW,specific_fix,True,True,115
qwen,humaneval,WW,vague_fix,True,False,132
qwen,humaneval,WW,vague_fix,True,False,93
qwen,humaneval,WW,ambiguous,False,False,91
qwen,humaneval,WW,vague_fix,True,False,132
qwen,humaneval,WW,ambiguous,False,False,70
qwen,humaneval,WW,vague_fix,True,False,94
qwen,humaneval,WW,specific_fix,True,True,175
qwen,humaneval,WW,vague_fix,True,False,175
qwen,humaneval,WW,vague_fix,True,False,71
qwen,humaneval,WW,ambiguous,False,True,154
qwen,humaneval,WW,ambiguous,False,False,36
qwen,humaneval,WW,vague_fix,True,False,133
qwen,humaneval,WW,vague_fix,True,False,74
qwen,humaneval,WW,ambiguous,False,False,116
qwen,humaneval,WW,vague_fix,True,False,134
qwen,humaneval,WW,vague_fix,True,False,108
qwen,humaneval,WW,vague_fix,True,False,172
qwen,humaneval,WW,ambiguous,False,False,70
qwen,humaneval,WW,vague_fix,True,False,121
qwen,humaneval,WW,ambiguous,False,False,24
qwen,humaneval,WW,vague_fix,True,False,123
qwen,humaneval,WW,vague_fix,True,False,78
qwen,humaneval,WW,vague_fix,True,False,106
qwen,humaneval,WW,ambiguous,False,False,61
qwen,humaneval,WW,specific_fix,True,True,263
qwen,humaneval,WW,vague_fix,True,False,112
